City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
430,Sao Filipe,CV,77.16,scattered clouds,14.9,-24.5,Tortuga B&B
431,Athens,GR,87.8,few clouds,37.98,23.72,Novotel Athenes
438,Dano,BF,85.55,scattered clouds,11.15,-3.07,Auberge Phenix32-Dano
444,Villaviciosa,ES,78.01,few clouds,43.48,-5.44,Hotel Carlos I
446,Qiongshan,CN,78.8,overcast clouds,20.01,110.35,Sun City Restaurant
448,Bhawanipatna,IN,76.66,overcast clouds,19.9,83.17,Bhagirathi inn
449,Sampit,ID,75.87,overcast clouds,-2.53,112.95,Aquarius Boutique Hotel Sampit
457,Kavaratti,IN,82.6,overcast clouds,10.57,72.64,Bismillah Hotel And Lodging
459,Sisophon,KH,78.78,moderate rain,13.59,102.97,Pyramid Hotel
460,Auki,SB,77.7,clear sky,-8.77,160.7,Auki Motel
461,Mahibadhoo,MV,84.0,broken clouds,3.78,72.97,Omadhoo Inn
465,Dingle,PH,76.69,clear sky,11.0,122.67,Camp Pasica
466,Meulaboh,ID,78.91,light rain,4.14,96.13,Kost Pria
468,Nador,MA,89.6,clear sky,35.17,-2.93,Hôtel La Giralda
470,Miri,MY,78.8,few clouds,4.41,114.01,"Mega Hotel, Miri"
473,Lengshuitan,CN,79.07,light rain,26.41,111.6,Jialong Hotel
475,Muisne,EC,78.8,broken clouds,0.6,-80.03,Quinta Samay
478,Wajima,JP,76.42,scattered clouds,37.4,136.9,Wajiima Onsen Yashio
480,Sorong,ID,78.62,light rain,-0.88,131.25,The Waigo Hotel
482,Sale,MA,86.0,few clouds,34.04,-6.82,Hôtel Mercure Rabat Sheherazade
483,Shirvan,AZ,83.41,clear sky,39.95,48.9,Hotel Empire
485,Great Yarmouth,GB,77.0,broken clouds,52.61,1.73,Comfort Hotel Great Yarmouth
486,Teluknaga,ID,80.6,few clouds,-6.1,106.64,Bale Ocasa hotel
487,Makhachkala,RU,75.2,scattered clouds,42.98,47.5,Argo
489,Tattayyangarpettai,IN,84.2,thunderstorm,11.13,78.45,Dharneesh cattle farm
491,Pasighat,IN,77.36,moderate rain,28.07,95.33,Siang Guest House
498,Arrifes,PT,77.0,few clouds,37.77,-25.7,Hotel Ponta Delgada
499,Neyshabur,IR,81.32,clear sky,36.21,58.8,Amiran Hotel
501,Methoni,GR,86.0,scattered clouds,36.82,21.7,Methoni Beach Hotel
502,Cabinda,AO,80.6,few clouds,-5.55,12.2,"Hotel Executivo , 3 estrelas"
504,Dibulla,CO,86.79,broken clouds,11.27,-73.31,Hospedaje Dibulla Beach
505,Mulege,MX,87.28,overcast clouds,26.88,-111.98,Casa Granada
508,Cururupu,BR,87.03,light rain,-1.83,-44.87,Pousada Través'cia
509,West Des Moines,US,80.6,few clouds,41.57,-93.75,Sheraton West Des Moines Hotel
512,Galesong,ID,77.0,few clouds,-5.32,119.37,Sapriadi Appy
514,Lalmohan,BD,82.56,heavy intensity rain,22.34,90.74,Sundorbon courier service
517,Lucapa,AO,83.59,overcast clouds,-8.42,20.74,Residência Ulisses Dos Santos
519,Havelock,US,84.2,few clouds,34.88,-76.9,Sherwood Motel
520,Poso,ID,76.03,clear sky,-1.4,120.75,Hotel 77 Poso
521,Kamthi,IN,77.0,mist,21.23,79.2,SPOT ON 67941 Hotel Orchid
527,Solwezi,ZM,77.86,broken clouds,-12.17,26.39,Country Lodge Solwezi
531,Kulhudhuffushi,MV,83.39,overcast clouds,6.62,73.07,Haajy Guest House 1
532,Rabo De Peixe,PT,77.0,few clouds,37.8,-25.58,Quinta das Giestas
535,Russko-Vysotskoye,RU,75.2,few clouds,59.7,29.94,Apartment on Goncharnaya 13
537,Fukue,JP,82.83,light rain,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
539,Ponta Delgada,PT,77.0,few clouds,37.73,-25.67,Vila Nova Hotel
541,Dakar,SN,82.4,scattered clouds,14.69,-17.44,Novotel Dakar
553,Los Llanos De Aridane,ES,81.0,few clouds,28.66,-17.92,Valle Aridane
554,Alice Town,BS,83.86,broken clouds,25.72,-79.3,Bimini Big Game Club Resort & Marina
556,Hobyo,SO,77.0,broken clouds,5.35,48.53,Osmani Hotel
560,Mangrol,IN,82.29,overcast clouds,21.12,70.12,Hotel The Royal Honours
561,Cockburn Town,TC,86.0,scattered clouds,21.46,-71.14,Osprey Beach Hotel
564,Bentiu,SS,79.95,scattered clouds,9.23,29.83,Mandela hôtel
566,Alugan,PH,81.19,broken clouds,12.22,125.48,BEMBEM RAIN FEED RESORT
567,Cotonou,BJ,78.8,few clouds,6.37,2.42,Novotel Cotonou Orisha
569,Tete,MZ,86.0,scattered clouds,-16.16,33.59,Zambeze Paraíso Misterioso
571,Nuevitas,CU,86.0,scattered clouds,21.55,-77.26,Hotel Caonaba
575,Padang,ID,78.91,light rain,-0.95,100.35,Mercure Padang
576,Buchanan,LR,80.6,broken clouds,5.88,-10.05,Kamaneahn Hotel Inc
580,Kongolo,CD,87.73,broken clouds,-5.38,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
581,Colares,PT,80.01,few clouds,38.8,-9.45,Arribas Sintra Hotel
583,Fort Wellington,GY,87.31,clear sky,6.4,-57.6,TE'AMO Entertainment Park
586,Marienburg,PL,89.01,overcast clouds,54.04,19.03,Hotel Centrum Malbork
587,Panama City,PA,84.99,scattered clouds,8.99,-79.52,Trump International Hotel & Tower Panama
588,Gizo,SB,82.62,few clouds,-8.1,156.84,Imagination Island
594,Bac Lieu,VN,80.67,few clouds,9.29,105.72,Khách sạn Sài Gòn Bạc Liêu
596,Cozumel,MX,80.6,moderate rain,20.51,-86.95,Cozumel Palace® All Inclusive Resort
597,Gunjur,GM,80.6,broken clouds,13.2,-16.73,Kuba Lodge
598,Takoradi,GH,77.38,broken clouds,4.88,-1.76,Raybow International Hotel
603,Platteville,US,77.0,clear sky,42.73,-90.48,"Country Inn & Suites by Radisson, Platteville, WI"
605,Shanghai,CN,87.01,broken clouds,31.22,121.46,Regal International East Asia
608,Port Moresby,PG,77.0,broken clouds,-9.44,147.18,Lamana Hotel
610,Eufaula,US,82.99,clear sky,31.89,-85.15,Days Inn by Wyndham Eufaula AL
612,Sheridan,US,75.0,clear sky,44.83,-106.92,Best Western Sheridan Center
616,Puerto Escondido,MX,82.4,overcast clouds,15.85,-97.07,Aldea del Bazar Hotel and Spa
618,Marawi,PH,75.0,light rain,8.0,124.29,Salihmaruhom
621,Vallenar,CL,75.34,clear sky,-28.57,-70.76,Humacao Bed & Breakfast
622,Heide,DE,79.0,scattered clouds,54.2,9.1,nordica Hotel Berlin
624,Piacabucu,BR,79.52,broken clouds,-10.41,-36.43,Piaçabuçu News
625,Bhubaneswar,IN,82.4,thunderstorm,20.23,85.83,Hotel Pushpak
626,Acquaviva Delle Fonti,IT,88.0,clear sky,40.9,16.84,B&B La Stazione
627,Kokopo,PG,77.09,clear sky,-4.35,152.26,Kokopo Beach Bungalow Resort
628,Komsomolskiy,UZ,75.2,clear sky,40.43,71.72,Ikathouse
630,Ciudad Guayana,VE,86.4,moderate rain,8.35,-62.65,Hotel Las Americas
631,Omboue,GA,76.1,scattered clouds,-1.57,9.26,Hotel Olako
632,Toul,FR,84.2,broken clouds,48.67,5.92,Abc Hotel
633,Filadelfia,US,84.99,broken clouds,39.95,-75.16,Loews Philadelphia Hotel
635,Tabuk,PH,75.09,overcast clouds,17.42,121.44,Grand Zion Garden Resort Hotel
641,San Rafael Del Sur,NI,77.0,moderate rain,11.85,-86.44,Hospedaje El Chino
642,Morgan City,US,87.8,scattered clouds,29.7,-91.21,Hampton Inn & Suites Morgan City
643,Havre,FR,75.99,few clouds,49.58,0.33,gite bois jourdain
644,Biak,ID,76.33,scattered clouds,-0.91,122.88,Kost Ariz
649,Mastic Beach,US,80.6,clear sky,40.77,-72.85,Brushwood House by Smith Point Beach
653,Teknaf,BD,80.06,moderate rain,20.86,92.31,Magnum Engineering & Construction
656,Calabozo,VE,89.31,light rain,8.92,-67.43,Hotel Giardini
659,Naze,JP,77.0,mist,28.37,129.48,奄美ポートタワーホテル
666,Cayenne,GF,89.6,broken clouds,4.93,-52.33,Hôtel Le Dronmi
667,Mudon,MM,75.38,light rain,16.26,97.72,Motel Mudon
668,Republic,US,80.6,clear sky,37.12,-93.48,AmericInn by Wyndham Republic
669,Kaseda,JP,78.01,scattered clouds,31.42,130.32,Sun Stay Kaseda
670,Bereda,ES,78.01,broken clouds,43.27,-7.54,Pazo de Verdes
673,Icod De Los Vinos,ES,82.99,clear sky,28.37,-16.71,Hotel Rural El Patio
674,Jiwani,PK,82.09,overcast clouds,25.05,61.74,Al Mumtaz Transport Jiwani
677,Westport,US,82.99,clear sky,41.14,-73.36,The Westport Inn
679,Mayo,US,82.0,light rain,38.89,-76.51,Resorts Resource Group International
682,Alexandria,EG,84.2,clear sky,31.22,29.96,Royal Crown Hotel
683,Puerto Del Rosario,ES,80.6,clear sky,28.5,-13.86,Hotel JM Puerto del Rosario
684,Vaitape,PF,78.44,light rain,-16.52,-151.75,Conrad Bora Bora Nui
687,Lastoursville,GA,87.51,overcast clouds,-0.81,12.73,Auberge Bon Coin 02
691,Bonthe,SL,80.37,broken clouds,7.53,-12.51,Bonthe Holiday Village
693,Pierre,US,78.8,clear sky,44.37,-100.35,Ramkota Hotel
694,Carlsbad,US,82.99,clear sky,33.16,-117.35,Carlsbad Inn Beach Resort
695,Bar Harbor,US,75.0,overcast clouds,44.39,-68.2,Atlantic Oceanside Hotel & Event Center
696,Itarema,BR,87.46,scattered clouds,-2.92,-39.92,Windvillage
703,Kumluca,TR,87.58,clear sky,36.37,30.29,TurkuazKöy
704,Kendari,ID,75.09,clear sky,-3.94,122.5,Hotel Wixel
706,Roquetas De Mar,ES,81.0,clear sky,36.76,-2.61,Mediterraneo bay hotel & resort
713,Kasongo,CD,87.13,scattered clouds,-4.45,26.67,Guest Hôtel
716,Balabac,PH,82.15,overcast clouds,7.99,117.06,Sing and Swing Lodge
719,Chaman,PK,86.92,few clouds,30.92,66.45,Niamatt parda Center
