City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Huai Yot,TH,2020-08-17 15:25:10,7.79,99.63,75.7,84,2,2.28
305,Cabra,ES,2020-08-17 15:25:10,37.47,-4.44,91.0,24,0,1.99
306,Usoke,TZ,2020-08-17 15:25:10,-5.17,32.35,87.8,25,20,17.22
307,Taltal,CL,2020-08-17 15:25:11,-25.4,-70.48,59.72,56,0,6.58
308,Sistranda,NO,2020-08-17 15:25:11,63.73,8.83,66.2,59,0,11.41
309,Baley,RU,2020-08-17 15:25:11,51.6,116.63,48.42,100,100,8.12
310,Shiringushi,RU,2020-08-17 15:25:11,53.85,42.77,66.88,63,5,7.27
311,Porto Santo,PT,2020-08-17 15:25:12,33.07,-16.34,78.8,65,20,12.75
312,Gavrilov Posad,RU,2020-08-17 15:25:12,56.56,40.12,63.68,65,0,4.94
313,Ugoofaaru,MV,2020-08-17 15:25:12,5.67,73.0,83.21,72,37,4.23
314,Kilindoni,TZ,2020-08-17 15:25:12,-7.91,39.67,76.8,77,31,10.92
315,Kasungu,MW,2020-08-17 15:25:13,-13.03,33.48,79.48,31,55,9.15
316,Codrington,AU,2020-08-17 15:25:13,-38.27,141.97,48.7,94,44,12.55
317,Longkou,CN,2020-08-17 15:24:41,37.65,120.33,79.43,91,1,11.97
318,Leningradskiy,RU,2020-08-17 15:25:13,69.38,178.42,41.02,80,60,17.22
319,Namibe,AO,2020-08-17 15:25:13,-15.2,12.15,71.6,73,70,18.34
320,Flin Flon,CA,2020-08-17 15:25:14,54.77,-101.86,57.2,87,75,8.05
321,Egvekinot,RU,2020-08-17 15:25:14,66.32,-179.17,46.65,90,100,0.85
322,Kutulik,RU,2020-08-17 15:25:14,53.35,102.78,53.11,63,0,4.38
323,Portland,US,2020-08-17 15:21:52,45.52,-122.68,71.01,68,20,6.93
324,Hsinchu,TW,2020-08-17 15:25:15,24.8,120.97,82.0,85,72,1.99
325,Callaway,US,2020-08-17 15:25:15,30.15,-85.57,90.0,62,1,4.7
326,Ibra,OM,2020-08-17 15:25:15,22.69,58.53,103.89,23,62,10.96
327,Luderitz,NA,2020-08-17 15:25:16,-26.65,15.16,59.95,53,0,23.0
328,Atar,MR,2020-08-17 15:25:16,20.52,-13.05,108.59,14,0,4.76
329,Felipe Carrillo Puerto,MX,2020-08-17 15:25:16,19.58,-88.05,87.71,62,62,2.95
330,Ulladulla,AU,2020-08-17 15:25:16,-35.35,150.47,54.0,58,48,10.29
331,Fort-Shevchenko,KZ,2020-08-17 15:25:17,44.51,50.26,72.28,46,0,9.53
332,Rocha,UY,2020-08-17 15:25:17,-34.48,-54.33,56.28,56,0,4.81
333,Ursulo Galvan,MX,2020-08-17 15:25:17,22.73,-98.3,86.0,68,72,0.38
334,Henties Bay,NA,2020-08-17 15:25:17,-22.12,14.28,60.01,79,0,11.99
335,Soyo,AO,2020-08-17 15:25:17,-6.13,12.37,77.0,78,75,8.05
336,Cambui,BR,2020-08-17 15:25:18,-22.61,-46.06,62.73,82,100,2.51
337,Turukhansk,RU,2020-08-17 15:25:18,65.82,87.98,58.3,82,90,11.36
338,Wawa,NG,2020-08-17 15:25:18,9.9,4.42,87.42,63,50,2.08
339,Nenjiang,CN,2020-08-17 15:25:19,49.18,125.22,65.79,97,100,4.03
340,Goias,BR,2020-08-17 15:25:19,-15.58,-49.64,94.42,19,0,7.4
341,Brewster,US,2020-08-17 15:22:31,41.4,-73.62,75.99,68,75,5.82
342,Labytnangi,RU,2020-08-17 15:25:19,66.66,66.42,52.93,70,70,4.23
343,Taywarah,AF,2020-08-17 15:25:20,33.35,64.42,65.79,25,25,2.66
344,Providencia,MX,2020-08-17 15:21:07,28.72,-111.58,91.99,55,46,1.99
345,Aguilas,ES,2020-08-17 15:25:20,37.41,-1.58,98.6,18,0,12.75
346,Lasa,IT,2020-08-17 15:25:20,46.62,10.7,71.01,82,75,8.05
347,Krasnogorsk,RU,2020-08-17 15:25:21,55.82,37.32,77.0,49,0,8.95
348,Balakirevo,RU,2020-08-17 15:25:21,56.51,38.84,63.05,64,0,6.06
349,Bathsheba,BB,2020-08-17 15:25:21,13.22,-59.52,82.4,88,75,17.22
350,Sergeyevka,KZ,2020-08-17 15:25:21,53.88,67.42,59.32,79,79,10.29
351,Alta Floresta,BR,2020-08-17 15:25:21,-9.88,-56.09,102.2,18,0,5.82
352,Lashio,MM,2020-08-17 15:25:22,22.93,97.75,67.69,100,100,2.06
353,Honningsvag,NO,2020-08-17 15:25:22,70.98,25.97,46.4,81,75,21.92
354,Khvalynsk,RU,2020-08-17 15:25:22,52.49,48.11,66.02,75,11,12.33
355,Jardim,BR,2020-08-17 15:25:22,-21.48,-56.14,68.63,93,100,3.67
356,Sterling,US,2020-08-17 15:24:55,39.01,-77.43,79.0,69,40,5.82
357,Biak,ID,2020-08-17 15:25:23,-0.91,122.88,75.56,68,100,7.94
358,Sibu,MY,2020-08-17 15:25:23,2.3,111.82,77.0,94,40,4.7
359,Cidreira,BR,2020-08-17 15:25:23,-30.18,-50.21,62.28,57,0,4.56
360,Jvari,GE,2020-08-17 15:25:24,42.72,42.05,71.78,69,23,3.74
361,Paita,PE,2020-08-17 15:25:24,-5.09,-81.11,68.0,72,86,19.46
362,Vanavara,RU,2020-08-17 15:25:24,60.34,102.28,52.12,58,44,6.4
363,Havre-Saint-Pierre,CA,2020-08-17 15:25:24,50.23,-63.6,68.0,68,1,6.93
364,Cockburn Town,TC,2020-08-17 15:25:24,21.46,-71.14,83.07,81,39,9.17
365,Tianpeng,CN,2020-08-17 15:25:25,30.99,103.94,71.01,99,100,1.01
366,Kanniyakumari,IN,2020-08-17 15:25:25,8.08,77.57,79.77,83,79,18.39
367,Santa Vitoria Do Palmar,BR,2020-08-17 15:25:25,-33.52,-53.37,57.83,52,0,4.12
368,Shahr-E Kord,IR,2020-08-17 15:25:25,32.33,50.86,87.8,5,0,9.17
369,Sun Valley,US,2020-08-17 15:25:25,39.6,-119.78,73.99,43,40,0.4
370,Kindersley,CA,2020-08-17 15:25:26,51.47,-109.17,68.0,52,40,4.7
371,Ko Samui,TH,2020-08-17 15:25:26,9.54,99.94,86.0,74,20,4.68
372,Vitim,RU,2020-08-17 15:25:26,59.45,112.56,47.88,63,0,2.44
373,Evensk,RU,2020-08-17 15:25:26,61.95,159.23,51.76,49,97,7.83
374,Faya,SA,2020-08-17 15:25:27,18.39,42.45,78.8,44,40,5.82
375,Poyarkovo,RU,2020-08-17 15:25:27,49.6,128.68,61.43,92,100,11.36
376,Victoria,HK,2020-08-17 15:24:19,22.29,114.16,82.0,83,95,5.01
377,Jinchang,CN,2020-08-17 15:25:27,38.5,102.17,70.32,34,3,8.39
378,Quatre Cocos,MU,2020-08-17 15:25:27,-20.21,57.76,73.4,69,40,11.41
379,Port Hedland,AU,2020-08-17 15:25:28,-20.32,118.57,64.4,82,0,9.17
380,Reitz,ZA,2020-08-17 15:25:28,-27.8,28.43,66.34,24,0,19.64
381,Phalaborwa,ZA,2020-08-17 15:25:28,-23.94,31.14,64.4,72,80,3.36
382,Nantucket,US,2020-08-17 15:22:56,41.28,-70.1,66.2,88,90,16.11
383,Totness,SR,2020-08-17 15:25:08,5.88,-56.32,84.65,72,98,8.86
384,Sao Gabriel Da Cachoeira,BR,2020-08-17 15:25:29,-0.13,-67.09,82.4,78,40,4.7
385,Boz,FR,2020-08-17 15:25:29,46.41,4.91,82.0,42,92,4.85
386,Muskegon,US,2020-08-17 15:21:46,43.3,-86.13,77.0,61,75,6.93
387,Terenos,BR,2020-08-17 15:23:33,-20.44,-54.86,77.0,57,20,13.87
388,Am Timan,TD,2020-08-17 15:25:30,11.03,20.28,85.28,69,29,4.21
389,Kuvandyk,RU,2020-08-17 15:25:30,51.48,57.36,57.83,71,45,10.09
390,Tarakan,ID,2020-08-17 15:25:30,3.3,117.63,83.73,79,100,10.65
391,Brae,GB,2020-08-17 15:25:31,60.4,-1.35,59.0,87,75,14.99
392,Lachute,CA,2020-08-17 15:24:28,45.65,-74.33,68.0,93,90,4.7
393,Siniscola,IT,2020-08-17 15:25:31,40.57,9.69,87.8,48,40,10.29
394,Aklavik,CA,2020-08-17 15:25:31,68.22,-135.01,50.0,93,90,2.24
395,Ilulissat,GL,2020-08-17 15:25:31,69.22,-51.1,50.0,43,75,5.82
396,The Valley,AI,2020-08-17 15:23:58,18.22,-63.06,89.6,70,20,21.92
397,Neuquen,AR,2020-08-17 15:25:32,-38.95,-68.06,55.4,37,3,11.41
398,Pampa,US,2020-08-17 15:23:33,35.54,-100.96,71.6,68,1,4.7
399,Yalvac,TR,2020-08-17 15:25:32,38.3,31.18,82.4,30,1,3.36
400,Roebourne,AU,2020-08-17 15:25:32,-20.78,117.13,68.97,29,0,12.37
401,Moranbah,AU,2020-08-17 15:25:33,-22.0,148.05,57.43,42,0,3.0
402,Muros,ES,2020-08-17 15:25:33,42.78,-9.06,66.99,94,100,1.01
403,Xining,CN,2020-08-17 15:25:33,36.62,101.77,50.83,74,18,4.61
404,Ketchikan,US,2020-08-17 15:20:49,55.34,-131.65,57.2,100,90,5.82
405,Caarapo,BR,2020-08-17 15:25:33,-22.63,-54.82,67.6,92,99,7.67
406,Kyzyl-Suu,KG,2020-08-17 15:25:34,42.34,78.0,64.74,56,62,1.39
407,Mizdah,LY,2020-08-17 15:25:34,31.45,12.98,103.19,11,62,3.78
408,La Ronge,CA,2020-08-17 15:25:34,55.1,-105.28,62.6,72,5,10.29
409,Haimen,CN,2020-08-17 15:25:34,23.19,116.61,82.4,74,40,8.95
410,Ukiah,US,2020-08-17 15:23:16,39.15,-123.21,75.2,53,1,2.42
411,Jaru,BR,2020-08-17 15:25:35,-10.44,-62.47,101.05,23,0,5.82
412,Ormara,PK,2020-08-17 15:25:35,25.21,64.64,83.28,86,84,10.13
413,Kaduqli,SD,2020-08-17 15:25:35,11.02,29.72,85.75,63,96,3.6
414,Vanimo,PG,2020-08-17 15:25:36,-2.67,141.3,78.39,83,4,6.62
415,Krasnyy Chikoy,RU,2020-08-17 15:25:36,50.36,108.75,51.22,86,5,3.06
416,San Francisco,US,2020-08-17 15:21:31,37.77,-122.42,72.0,72,75,5.82
417,Yarovoye,RU,2020-08-17 15:25:36,52.93,78.58,67.78,49,96,5.53
418,Deniliquin,AU,2020-08-17 15:25:37,-35.53,144.97,51.01,85,100,1.01
419,Songjianghe,CN,2020-08-17 15:25:37,42.19,127.48,69.78,96,100,7.11
420,Bermejo,AR,2020-08-17 15:25:37,-32.88,-68.8,59.0,19,0,4.7
421,Price,US,2020-08-17 15:20:49,39.6,-110.81,77.0,14,1,3.36
422,Ironton,US,2020-08-17 15:25:37,38.54,-82.68,82.0,78,1,4.18
423,Sendafa,ET,2020-08-17 15:25:38,9.15,39.03,61.77,85,100,2.08
424,Petropavlovsk-Kamchatskiy,RU,2020-08-17 15:25:38,53.05,158.65,53.6,100,75,4.47
425,Ulaangom,MN,2020-08-17 15:25:38,49.98,92.07,63.03,69,73,2.77
426,Starkville,US,2020-08-17 15:25:39,33.45,-88.82,82.4,69,1,4.7
427,Khatanga,RU,2020-08-17 15:25:39,71.97,102.5,60.46,82,84,7.29
428,Gat,IL,2020-08-17 15:24:03,31.61,34.76,89.01,38,0,11.23
429,Tuy Hoa,VN,2020-08-17 15:25:39,13.08,109.3,79.59,81,92,3.42
430,Carlsbad,US,2020-08-17 15:25:39,33.16,-117.35,73.99,94,20,1.7
431,Nambucca Heads,AU,2020-08-17 15:25:40,-30.65,153.0,46.99,93,1,3.36
432,Beyneu,KZ,2020-08-17 15:25:40,45.32,55.2,73.13,32,0,18.99
433,Santa Rosa,PH,2020-08-17 15:25:40,14.31,121.11,82.99,88,100,2.24
434,Eureka,US,2020-08-17 15:25:40,40.8,-124.16,57.99,100,99,6.49
435,Coos Bay,US,2020-08-17 15:25:04,43.37,-124.22,60.8,87,90,5.82
436,Yaan,NG,2020-08-17 15:25:41,7.38,8.57,85.69,67,68,5.64
437,Itamaraca,BR,2020-08-17 15:25:41,-7.75,-34.83,84.2,66,40,13.87
438,Rawlins,US,2020-08-17 15:25:41,41.79,-107.24,69.8,30,1,3.78
439,Los Llanos De Aridane,ES,2020-08-17 15:25:41,28.66,-17.92,82.4,42,7,12.75
440,Sawtell,AU,2020-08-17 15:25:42,-30.38,153.1,46.99,93,0,3.36
441,Itarema,BR,2020-08-17 15:25:42,-2.92,-39.92,88.88,40,1,18.14
442,Kalangala,UG,2020-08-17 15:25:42,-0.31,32.23,80.6,65,20,5.82
443,Wuda,CN,2020-08-17 15:25:42,39.5,106.71,62.64,67,100,20.29
444,Saint-Augustin,CA,2020-08-17 15:25:42,51.23,-58.65,76.15,33,26,8.48
445,Avera,US,2020-08-17 15:25:43,33.19,-82.53,84.0,74,1,4.7
446,Storslett,NO,2020-08-17 15:25:43,69.77,21.02,48.2,81,75,26.4
447,Alghero,IT,2020-08-17 15:25:43,40.56,8.32,86.0,66,40,9.17
448,Huarmey,PE,2020-08-17 15:25:43,-10.07,-78.15,65.43,65,99,7.38
449,Oksfjord,NO,2020-08-17 15:22:05,70.24,22.35,48.99,87,75,23.04
450,Rio Gallegos,AR,2020-08-17 15:25:44,-51.62,-69.22,37.4,74,75,27.51
451,Mantua,IT,2020-08-17 15:25:19,45.17,10.78,86.0,51,20,6.93
452,Lata,PT,2020-08-17 15:25:44,40.16,-8.33,84.99,53,85,11.68
453,Santa Cruz Del Sur,CU,2020-08-17 15:25:44,20.71,-78.0,85.95,70,14,5.95
454,Cosereni,RO,2020-08-17 15:25:44,44.68,26.57,87.01,27,0,2.24
455,Cooma,AU,2020-08-17 15:25:44,-36.23,149.13,41.0,81,90,9.17
456,Nyurba,RU,2020-08-17 15:25:45,63.28,118.33,47.1,72,0,1.68
457,Nizwa,OM,2020-08-17 15:25:45,22.93,57.53,102.07,18,62,5.84
458,Huamachuco,PE,2020-08-17 15:25:45,-7.8,-78.07,57.65,39,1,5.48
459,Agaro,ET,2020-08-17 15:25:46,7.85,36.65,70.2,86,100,1.14
460,Longyearbyen,SJ,2020-08-17 15:22:21,78.22,15.64,46.4,65,75,6.93
461,Kimbe,PG,2020-08-17 15:25:46,-5.55,150.14,73.71,83,1,7.18
462,Kahului,US,2020-08-17 15:24:23,20.89,-156.47,75.2,73,1,6.93
463,Cairns,AU,2020-08-17 15:22:11,-16.92,145.77,60.8,93,0,4.68
464,Alyangula,AU,2020-08-17 15:25:46,-13.85,136.42,57.2,93,0,6.67
465,Ayame,CI,2020-08-17 15:25:47,5.61,-3.16,80.11,68,93,6.8
466,Shieli,KZ,2020-08-17 15:23:39,44.17,66.75,74.75,22,74,7.78
467,Sobolevo,RU,2020-08-17 15:25:47,54.43,31.9,73.31,71,0,6.69
468,Sangar,RU,2020-08-17 15:25:47,63.92,127.47,45.66,62,0,1.72
469,Fort Collins,US,2020-08-17 15:24:35,40.59,-105.08,75.0,60,1,6.93
470,Ambilobe,MG,2020-08-17 15:25:48,-13.2,49.05,75.52,67,41,1.45
471,Camapua,BR,2020-08-17 15:25:48,-19.53,-54.04,89.83,31,13,6.17
472,Tsumeb,NA,2020-08-17 15:25:48,-19.23,17.72,86.77,12,0,17.2
473,Harnosand,SE,2020-08-17 15:25:48,62.63,17.94,70.0,59,0,12.75
474,Hualmay,PE,2020-08-17 15:25:49,-11.1,-77.61,63.72,67,97,8.41
475,Srednekolymsk,RU,2020-08-17 15:25:49,67.45,153.68,41.04,86,82,9.62
476,Casino,AU,2020-08-17 15:25:38,-28.87,153.05,55.0,66,0,6.93
477,Inirida,CO,2020-08-17 15:25:49,3.87,-67.92,77.74,92,100,3.4
478,Llandrindod Wells,GB,2020-08-17 15:25:49,52.24,-3.38,68.0,96,100,5.01
479,Sambava,MG,2020-08-17 15:25:49,-14.27,50.17,72.9,76,0,15.21
480,Yamada,JP,2020-08-17 15:25:50,39.47,141.95,72.81,88,99,1.3
481,Hovd,MN,2020-08-17 15:25:50,48.01,91.64,63.32,57,28,3.98
482,Sao Joao Da Barra,BR,2020-08-17 15:25:50,-21.64,-41.05,86.0,51,75,2.24
483,Sokolo,ML,2020-08-17 15:25:50,14.73,-6.12,98.22,35,26,3.09
484,Lorengau,PG,2020-08-17 15:25:51,-2.02,147.27,81.95,77,13,7.25
485,Samana,DO,2020-08-17 15:25:51,19.21,-69.34,86.0,74,40,6.93
486,Norman Wells,CA,2020-08-17 15:25:51,65.28,-126.83,50.0,81,75,2.24
487,Baker City,US,2020-08-17 15:25:51,44.77,-117.83,77.0,68,1,1.66
488,Hohhot,CN,2020-08-17 15:25:51,40.81,111.65,60.8,93,40,2.24
489,Tak,TH,2020-08-17 15:25:52,16.58,98.83,67.05,99,100,2.15
490,Bud,US,2020-08-17 15:25:52,39.45,-86.18,79.0,65,1,4.29
491,Byron Bay,AU,2020-08-17 15:23:35,-28.65,153.62,55.0,62,0,4.7
492,Gorele,TR,2020-08-17 15:25:52,41.03,39.0,71.6,83,75,9.17
493,Aksha,RU,2020-08-17 15:25:53,50.28,113.29,47.46,91,58,5.55
494,Serov,RU,2020-08-17 15:25:53,59.6,60.58,54.59,98,100,4.59
495,Pochutla,MX,2020-08-17 15:25:53,15.74,-96.47,86.0,66,40,1.39
496,Anloga,GH,2020-08-17 15:25:53,5.79,0.9,82.4,69,20,17.22
497,Ulychne,UA,2020-08-17 15:25:53,49.23,23.65,68.0,88,40,4.47
498,Guarapari,BR,2020-08-17 15:25:54,-20.67,-40.5,82.0,61,46,16.17
499,Vorobyevka,RU,2020-08-17 15:25:54,50.65,40.92,77.43,53,40,10.0
500,Celestun,MX,2020-08-17 15:21:06,20.87,-90.4,83.82,66,85,4.41
501,Visnes,NO,2020-08-17 15:25:54,59.36,5.22,78.01,73,7,5.82
502,Zakamensk,RU,2020-08-17 15:25:55,50.37,103.29,50.25,74,45,1.74
503,Bambari,CF,2020-08-17 15:25:55,5.77,20.68,83.75,74,58,3.27
504,Rawson,AR,2020-08-17 15:25:55,-43.3,-65.1,54.32,41,61,31.41
505,Lufilufi,WS,2020-08-17 15:25:55,-13.87,-171.6,81.03,80,61,17.22
506,Mari-Turek,RU,2020-08-17 15:25:56,56.79,49.62,53.28,94,100,12.73
507,Gryfice,PL,2020-08-17 15:25:56,53.92,15.2,87.01,39,49,10.29
508,Beloha,MG,2020-08-17 15:25:56,-25.17,45.05,69.78,72,0,11.5
509,Broken Hill,AU,2020-08-17 15:25:56,-31.95,141.43,57.2,50,40,8.05
510,Bilma,NE,2020-08-17 15:25:57,18.69,12.92,102.97,17,100,10.4
511,Curup,ID,2020-08-17 15:25:57,-3.47,102.53,69.39,93,69,0.81
512,Tazovskiy,RU,2020-08-17 15:25:57,67.47,78.7,54.73,93,81,5.55
513,Cabedelo,BR,2020-08-17 15:25:57,-6.98,-34.83,84.2,62,40,17.22
514,Moron De La Frontera,ES,2020-08-17 15:25:57,37.12,-5.45,91.0,25,0,5.82
515,Santa Isabel Do Rio Negro,BR,2020-08-17 15:25:58,-0.41,-65.02,94.62,44,6,2.68
516,Kroya,ID,2020-08-17 15:25:58,-7.63,109.25,77.94,84,98,8.41
517,Conceicao Da Barra,BR,2020-08-17 15:25:58,-18.59,-39.73,80.51,66,34,12.26
518,Kawalu,ID,2020-08-17 15:25:58,-7.38,108.21,73.15,92,84,2.06
519,Baraboo,US,2020-08-17 15:25:58,43.47,-89.74,73.4,60,40,4.7
520,Lumberton,US,2020-08-17 15:22:09,34.62,-79.01,81.0,78,40,3.36
521,Maldonado,UY,2020-08-17 15:25:59,-34.67,-54.92,53.6,54,0,4.7
522,Vila Franca Do Campo,PT,2020-08-17 15:25:59,37.72,-25.43,75.2,83,75,23.04
523,Melilla,ES,2020-08-17 15:25:59,35.29,-2.94,89.6,27,0,14.99
524,Manadhoo,MV,2020-08-17 15:26:00,5.77,73.38,83.19,72,46,4.54
525,Potsdam,DE,2020-08-17 15:23:27,52.4,13.07,89.01,31,11,4.05
526,Harper,LR,2020-08-17 15:26:00,4.38,-7.72,78.31,69,85,8.37
527,Ca Mau,VN,2020-08-17 15:26:00,9.18,105.15,80.01,86,38,4.68
528,Upata,VE,2020-08-17 15:26:00,8.01,-62.4,86.0,72,40,4.0
529,Seminole,US,2020-08-17 15:25:34,28.71,-81.21,90.0,62,20,4.7
530,Houma,US,2020-08-17 15:22:25,29.6,-90.72,87.01,69,1,4.7
531,Oranjemund,NA,2020-08-17 15:26:01,-28.55,16.43,57.24,66,0,10.96
532,Berea,US,2020-08-17 15:23:58,41.37,-81.85,75.99,53,40,8.05
533,Ixtapa,MX,2020-08-17 15:24:00,20.7,-105.2,82.4,78,40,5.82
534,Morlaix,FR,2020-08-17 15:26:02,48.58,-4.0,71.6,64,75,16.11
535,Taksimo,RU,2020-08-17 15:26:02,56.34,114.88,47.84,69,0,2.13
536,Sri Aman,MY,2020-08-17 15:22:12,1.24,111.46,75.2,94,13,1.34
537,Qinzhou,CN,2020-08-17 15:26:02,21.95,108.62,79.34,89,100,7.2
538,San Martin,AR,2020-08-17 15:26:02,-33.08,-68.47,59.0,19,0,4.7
539,Huntsville,US,2020-08-17 15:26:03,34.73,-86.59,82.4,61,1,12.75
540,Syracuse,IT,2020-08-17 15:22:29,37.09,15.28,100.99,38,20,14.99
541,Chimbote,PE,2020-08-17 15:25:24,-9.09,-78.58,63.79,72,88,7.11
542,Walvis Bay,NA,2020-08-17 15:26:03,-22.96,14.51,64.4,55,0,19.46
543,Tampin,MY,2020-08-17 15:26:03,2.47,102.23,77.0,94,20,1.43
544,Auki,SB,2020-08-17 15:26:04,-8.77,160.7,77.23,85,82,3.38
545,Vaitape,PF,2020-08-17 15:26:04,-16.52,-151.75,78.57,70,66,11.05
546,Galle,LK,2020-08-17 15:26:04,6.04,80.22,80.08,86,6,8.23
547,Comodoro Rivadavia,AR,2020-08-17 15:26:04,-45.87,-67.5,53.6,34,100,36.91
548,Rudbar,AF,2020-08-17 15:26:05,30.15,62.6,95.88,13,0,9.33
549,Tautira,PF,2020-08-17 15:26:05,-17.73,-149.15,73.4,73,20,3.36
550,Paciran,ID,2020-08-17 15:26:05,-6.88,112.38,79.99,76,50,7.7
551,Vila Velha,BR,2020-08-17 15:26:05,-20.33,-40.29,82.4,65,40,12.75
552,Norden,DE,2020-08-17 15:26:05,53.6,7.2,72.0,94,75,6.93
553,Araouane,ML,2020-08-17 15:26:06,18.9,-3.53,106.36,21,0,11.12
554,Kefalos,GR,2020-08-17 15:26:06,36.75,26.96,82.4,51,0,20.8
555,Bregovo,BG,2020-08-17 15:26:06,44.15,22.64,85.3,32,0,10.2
556,Gazanjyk,TM,2020-08-17 15:26:06,39.24,55.52,86.9,20,31,8.5
557,Sherbakul,RU,2020-08-17 15:26:07,54.63,72.4,64.4,82,40,8.95
558,Mandurah,AU,2020-08-17 15:26:07,-32.55,115.7,57.0,75,100,3.0
559,Sao Jose Da Coroa Grande,BR,2020-08-17 15:26:05,-8.9,-35.15,79.63,67,20,11.34
560,Staraya Poltavka,RU,2020-08-17 15:26:07,50.48,46.48,75.02,55,52,16.31
561,Hobyo,SO,2020-08-17 15:26:07,5.35,48.53,76.8,75,40,31.7
562,Katangli,RU,2020-08-17 15:26:08,51.71,143.23,50.31,96,98,1.03
563,Den Helder,NL,2020-08-17 15:26:08,52.96,4.76,66.0,93,75,32.21
564,Siuna,NI,2020-08-17 15:26:08,13.73,-84.78,83.03,70,34,4.65
565,Aswan,EG,2020-08-17 15:26:08,24.09,32.91,107.92,11,0,4.09
566,Lima,PE,2020-08-17 15:25:03,-12.04,-77.03,62.6,77,90,3.36
567,Sonipat,IN,2020-08-17 15:25:24,28.98,77.02,88.0,94,75,4.7
568,Hebi,CN,2020-08-17 15:26:09,35.9,114.19,84.0,61,0,5.64
569,Kutum,SD,2020-08-17 15:25:05,14.2,24.67,83.73,45,100,6.93
570,Marsh Harbour,BS,2020-08-17 15:26:09,26.54,-77.06,85.32,62,0,6.93
571,Chopinzinho,BR,2020-08-17 15:26:09,-25.86,-52.52,75.42,64,18,0.51
572,Nizhniy Odes,RU,2020-08-17 15:26:10,63.64,54.86,54.03,75,100,6.13
573,Sakakah,SA,2020-08-17 15:26:10,29.97,40.21,98.6,13,0,14.99
574,Warmbad,NA,2020-08-17 15:26:10,-28.45,18.73,61.74,28,0,24.99
575,Cochrane,CA,2020-08-17 15:21:47,51.18,-114.47,69.01,63,90,9.17
576,Simpang,ID,2020-08-17 15:26:11,-1.27,104.08,76.05,80,46,2.15
577,Aripuana,BR,2020-08-17 15:26:11,-9.17,-60.63,102.2,16,0,4.14
578,Linjiang,CN,2020-08-17 15:26:11,41.81,126.91,72.93,89,100,3.47
579,Clarence Town,AU,2020-08-17 15:26:11,-32.58,151.78,55.0,71,0,16.11
